url주소,기업,알바명,고용형태,직업종류,고용기간,실근무시간,야간근무여부,상세주소,위도,경도,x좌표,y좌표,starttime,endtime
http://www.alba.co.kr/job/Detail.asp?adid=97443865,,,,,,,,,,,,,,
http://www.alba.co.kr/job/Detail.asp?adid=97440911,,,,,,,,,,,,,,
http://www.alba.co.kr/job/Detail.asp?adid=97436482,,,,,,,,,,,,,,
http://www.alba.co.kr/job/Detail.asp?adid=97436491,,,,,,,,,,,,,,
http://www.alba.co.kr/job/Detail.asp?adid=97402479,,,,,,,,,,,,,,
http://www.alba.co.kr/job/Detail.asp?adid=97402449,,,,,,,,,,,,,,
http://www.alba.co.kr/job/Detail.asp?adid=97242354,,,,,,,,,,,,,,
http://www.alba.co.kr/job/Detail.asp?adid=97392155,,,,,,,,,,,,,,
http://www.alba.co.kr/job/Detail.asp?adid=97402401,,,,,,,,,,,,,,
http://www.alba.co.kr/job/Detail.asp?adid=97435575,,,,,,,,,,,,,,
http://www.alba.co.kr/job/Detail.asp?adid=97436487,,,,,,,,,,,,,,
http://www.alba.co.kr/job/Detail.asp?adid=97435545,,,,,,,,,,,,,,
http://www.alba.co.kr/job/Detail.asp?adid=97443894,,,,,,,,,,,,,,
http://www.alba.co.kr/job/Detail.asp?adid=97441660,,,,,,,,,,,,,,
http://www.alba.co.kr/job/Detail.asp?adid=97442267,,,,,,,,,,,,,,
http://www.alba.co.kr/job/Detail.asp?adid=97436483,,,,,,,,,,,,,,
http://www.alba.co.kr/job/Detail.asp?adid=97438350,,,,,,,,,,,,,,
http://www.alba.co.kr/job/Detail.asp?adid=97411213,,,,,,,,,,,,,,
http://www.alba.co.kr/job/Detail.asp?adid=97411079,,,,,,,,,,,,,,
http://www.alba.co.kr/job/Detail.asp?adid=97391255,,,,,,,,,,,,,,
http://www.alba.co.kr/job/Detail.asp?adid=97391253,,,,,,,,,,,,,,
http://www.alba.co.kr/job/Detail.asp?adid=97391254,,,,,,,,,,,,,,
http://www.alba.co.kr/job/Detail.asp?adid=97391240,,,,,,,,,,,,,,
http://www.alba.co.kr/job/Detail.asp?adid=97391241,,,,,,,,,,,,,,
http://www.alba.co.kr/job/Detail.asp?adid=97391239,,,,,,,,,,,,,,
http://www.alba.co.kr/job/Detail.asp?adid=97442962,,,,,,,,,,,,,,
http://www.alba.co.kr/job/Detail.asp?adid=97259920,,,,,,,,,,,,,,
http://www.alba.co.kr/job/Detail.asp?adid=97443677,,,,,,,,,,,,,,
http://www.alba.co.kr/job/Detail.asp?adid=97443674,,,,,,,,,,,,,,
http://www.alba.co.kr/job/Detail.asp?adid=97440554,,,,,,,,,,,,,,
http://www.alba.co.kr/job/Detail.asp?adid=97440184,,,,,,,,,,,,,,
http://www.alba.co.kr/job/Detail.asp?adid=97390213,,,,,,,,,,,,,,
http://www.alba.co.kr/job/Detail.asp?adid=97390203,,,,,,,,,,,,,,
http://www.alba.co.kr/job/Detail.asp?adid=97390190,,,,,,,,,,,,,,
http://www.alba.co.kr/job/Detail.asp?adid=97390179,,,,,,,,,,,,,,
http://www.alba.co.kr/job/Detail.asp?adid=97390164,,,,,,,,,,,,,,
http://www.alba.co.kr/job/Detail.asp?adid=97420290,,,,,,,,,,,,,,
http://www.alba.co.kr/job/Detail.asp?adid=97440247,,,,,,,,,,,,,,
http://www.alba.co.kr/job/Detail.asp?adid=97439869,,,,,,,,,,,,,,
http://www.alba.co.kr/job/Detail.asp?adid=97434782,,,,,,,,,,,,,,
http://www.alba.co.kr/job/Detail.asp?adid=97435974,,,,,,,,,,,,,,
http://www.alba.co.kr/job/Detail.asp?adid=97392539,,,,,,,,,,,,,,
http://www.alba.co.kr/job/Detail.asp?adid=97420788,,,,,,,,,,,,,,
http://www.alba.co.kr/job/Detail.asp?adid=97429943,,,,,,,,,,,,,,
http://www.alba.co.kr/job/Detail.asp?adid=97413162,,,,,,,,,,,,,,
http://www.alba.co.kr/job/Detail.asp?adid=97435123,,,,,,,,,,,,,,
http://www.alba.co.kr/job/Detail.asp?adid=97399792,,,,,,,,,,,,,,
http://www.alba.co.kr/job/Detail.asp?adid=97399784,,,,,,,,,,,,,,
http://www.alba.co.kr/job/Detail.asp?adid=97399779,,,,,,,,,,,,,,
http://www.alba.co.kr/job/Detail.asp?adid=97434519,,,,,,,,,,,,,,
http://www.alba.co.kr/job/Detail.asp?adid=97399767,,,,,,,,,,,,,,
http://www.alba.co.kr/job/Detail.asp?adid=97399761,,,,,,,,,,,,,,
